text,label
"Summary: Power plant engineer. Skills: turbine operations, safety checks, control room operations. Experience: Power plant intern. Projects: Efficiency analysis. Education: B.Tech Electrical. Certifications: Energy Cert.",good
"Summary: Solar EPC engineer. Skills: PV design, AUTOCAD, costing. Experience: EPC projects. Projects: 100kW rooftop plant. Education: B.Tech Electrical. Certifications: Solar EPC Cert.",good
"Summary: Resume very short with no achievements. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Data entry specialist. Skills: typing, Excel, documentation. Experience: Office assistant. Projects: Data compilation. Education: 12th pass. Certifications: Data Entry Cert.",good
"Summary: Supply chain coordinator. Skills: warehouse mgmt, procurement, planning. Experience: SCM intern. Projects: Inventory optimization. Education: BBA SCM. Certifications: SCM Cert.",good
"Summary: Resume unclear and missing many sections. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Mechanical quality inspector. Skills: QA checks, measurements, tools handling. Experience: Factory QA. Projects: Defect tracking system. Education: Diploma Mechanical. Certifications: QA Inspector Cert.",good
"Summary: Agronomist. Skills: soil testing, crop planning, fertilizer analysis. Experience: Agricultural research. Projects: Crop improvement study. Education: M.Sc Agriculture. Certifications: Agronomy Cert.",good
"Summary: Resume poorly crafted with minimal information. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Marine surveyor. Skills: inspection, documentation, marine safety. Experience: Port operations. Projects: Vessel inspection. Education: B.Tech Marine. Certifications: Surveyor Cert.",good
"Summary: Cardiologist assistant. Skills: ECG, patient monitoring. Experience: Hospital cardiology dept. Projects: Heart health camp. Education: Diploma Cardiology. Certifications: Clinical Assistant Cert.",good
"Summary: Resume with unclear and unrelated content. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Senior system analyst. Skills: requirements gathering, SQL, system design. Experience: Enterprise applications. Projects: Workflow automation. Education: MCA. Certifications: System Analyst Cert.",good
"Summary: Histotechnician. Skills: staining, tissue analysis. Experience: Medical lab. Projects: Tissue processing. Education: Diploma Histo. Certifications: Histo Cert.",good
"Summary: Resume contains random text and no job details. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: Airport ground staff. Skills: baggage handling, customer service, documentation. Experience: Airport operations. Projects: Boarding efficiency improvement. Education: Diploma Aviation. Certifications: Ground Staff Cert.",good
"Summary: DevSecOps engineer. Skills: CI/CD security, SAST, DAST, cloud security. Experience: Secured pipelines. Projects: Security automation. Education: B.Tech CSE. Certifications: DevSecOps Cert.",good
"Summary: Very little and unclear resume content. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Optometrist. Skills: eye testing, diagnosis, lenses. Experience: Eye clinic. Projects: Vision screening camp. Education: B.Optom. Certifications: Optometry License.",good
"Summary: Pharmaceutical QA associate. Skills: audits, GMP, SOP writing. Experience: Pharma QA. Projects: Batch review automation. Education: B.Pharm. Certifications: GMP Cert.",good
"Summary: Resume contains incomplete and unprofessional lines. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Cloud data engineer. Skills: AWS Glue, Redshift, Spark, ETL. Experience: Data pipelines. Projects: ETL migration. Education: B.Tech CSE. Certifications: Data Engineer Cert.",good
"Summary: Front office executive. Skills: communication, billing, scheduling. Experience: Front desk operations. Projects: Check-in optimization. Education: BHM. Certifications: Hospitality Cert.",good
"Summary: Resume missing essential ATS sections. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: Environmental safety officer. Skills: audits, compliance, waste management. Experience: Industry safety. Projects: Safety report. Education: B.Tech Environmental. Certifications: Safety Cert.",good
"Summary: Neuroscience researcher. Skills: EEG analysis, data modeling. Experience: Research assistant. Projects: Brain activity study. Education: M.Sc Neuroscience. Certifications: Research Cert.",good
"Summary: Resume too short and poorly organized. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Cloud solutions architect. Skills: AWS, microservices, cost optimization. Experience: Designed cloud architectures. Projects: Serverless platform. Education: B.Tech IT. Certifications: AWS Architect.",good
"Summary: Textile designer. Skills: pattern design, printing, CAD. Experience: Textile industry. Projects: Fabric design set. Education: B.Des Textile. Certifications: Textile Design Cert.",good
"Summary: Resume with insufficient information and missing skills. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Neurosurgery assistant. Skills: OT support, patient prep. Experience: Hospital OT. Projects: Surgery workflow study. Education: Diploma Medical. Certifications: Clinical Assistant Cert.",good
"Summary: AI researcher. Skills: deep learning, transformers, NLP. Experience: Research papers. Projects: LLM fine-tuning. Education: M.Tech AI. Certifications: AI Research Cert.",good
"Summary: Resume lacking clear job objectives and sections. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Embedded systems engineer. Skills: C, ARM, RTOS, PCB debugging. Experience: Firmware dev. Projects: IoT controller. Education: B.Tech ECE. Certifications: Embedded Cert.",good
"Summary: Clinical pathologist. Skills: lab testing, diagnosis, lab automation. Experience: Hospital pathology. Projects: Blood diagnostics. Education: MD Pathology. Certifications: Medical License.",good
"Summary: Resume poorly written without any detail. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Sustainability analyst. Skills: ESG reporting, carbon footprint analysis. Experience: Sustainability audits. Projects: Green certification. Education: MBA Sustainability. Certifications: ESG Cert.",good
"Summary: Machine maintenance engineer. Skills: troubleshooting, servicing, repair. Experience: Manufacturing plant. Projects: Line maintenance. Education: Diploma Mechanical. Certifications: Maintenance Cert.",good
"Summary: Resume vague and incomplete, lacks structure. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Frontend Angular developer. Skills: Angular, TypeScript, RxJS. Experience: Web applications. Projects: Admin dashboard. Education: B.Tech CSE. Certifications: Angular Developer.",good
"Summary: Medical transcriptionist. Skills: transcription, documentation, typing. Experience: Medical data entry. Projects: Transcription accuracy improvement. Education: B.Sc Healthcare. Certifications: Transcription Cert.",good
"Summary: Resume lacking detail and ATS-relevant keywords. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: Environmental policy analyst. Skills: research, documentation, modeling. Experience: Policy institute intern. Projects: Environmental impact analysis. Education: MA Public Policy. Certifications: Policy Cert.",good
"Summary: Robotics hardware engineer. Skills: circuits, sensors, soldering. Experience: Robotics lab. Projects: Robot arm design. Education: B.Tech Robotics. Certifications: Robotics Hardware Cert.",good
"Summary: Resume extremely short and non-informative. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Accounting manager. Skills: financial reporting, GST, budgeting. Experience: 7 years accounting. Projects: Audit improvements. Education: B.Com + CA Inter. Certifications: Accounting Cert.",good
"Summary: Sports physiologist. Skills: assessment, rehab planning. Experience: Sports center. Projects: Athlete performance study. Education: M.Sc Sports Science. Certifications: Sports Physiology.",good
"Summary: Resume disorganized with no proper format. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: UI motion designer. Skills: Figma, After Effects, prototype motion. Experience: UI animations. Projects: Micro-interactions. Education: B.Des Multimedia. Certifications: Motion Design Cert.",good
"Summary: Bioinformatics analyst. Skills: Python, R, gene sequencing analysis. Experience: Research lab. Projects: Sequence alignment. Education: M.Sc Bioinformatics. Certifications: Bioinfo Cert.",good
"Summary: Resume contains minimal content and very poor structure. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: Backend .NET developer. Skills: C#, ASP.NET, SQL Server. Experience: API development. Projects: CRM backend. Education: B.Tech IT. Certifications: .NET Developer Cert.",good
"Summary: Environmental chemist. Skills: chemical testing, lab equipment, water analysis. Experience: Env lab. Projects: Water quality report. Education: M.Sc Chemistry. Certifications: Env Chem Cert.",good
"Summary: Resume unclear and not ATS friendly. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Power systems engineer. Skills: grid analysis, load flow, protection systems. Experience: Power distribution projects. Projects: Load flow modeling. Education: B.Tech Electrical. Certifications: Power Systems Cert.",good
"Summary: Marine automation technician. Skills: PLC, sensors, marine systems. Experience: Ship automation. Projects: Engine room automation. Education: Diploma Marine. Certifications: Marine Automation Cert.",good
"Summary: Resume missing essential information and mostly blank. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Data warehouse architect. Skills: ETL, Snowflake, data modeling, pipelines. Experience: Designed data warehouses. Projects: ETL restructuring. Education: B.Tech CSE. Certifications: Data Warehouse Cert.",good
"Summary: Audiologist. Skills: hearing tests, diagnosis, treatment. Experience: Audiology clinic. Projects: Hearing screening camp. Education: BASLP. Certifications: Audiology License.",good
"Summary: Unstructured resume with unrelated, random text. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Sales operations analyst. Skills: CRM, Excel, forecasting. Experience: Sales data analysis. Projects: Lead funnel improvements. Education: BBA. Certifications: Sales Ops Cert.",good
"Summary: Aerospace quality engineer. Skills: inspections, testing, documentation. Experience: Aircraft QA. Projects: Structural QA. Education: B.Tech Aerospace. Certifications: Aerospace QA Cert.",good
"Summary: Resume poorly written with no ATS sections. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: Social researcher. Skills: qualitative analysis, survey design. Experience: NGO research. Projects: Social impact study. Education: MA Sociology. Certifications: Research Cert.",good
"Summary: Electrical R&D engineer. Skills: PCB design, prototyping, testing. Experience: Electrical lab. Projects: Motor controller design. Education: B.Tech Electrical. Certifications: R&D Cert.",good
"Summary: Resume too short and doesn’t include achievements. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Nuclear engineer. Skills: radiation safety, simulations, reactor control. Experience: Nuclear lab. Projects: Reactor cooling model. Education: B.Tech Nuclear. Certifications: Nuclear Cert.",good
"Summary: Aviation safety inspector. Skills: audits, SOP checking, compliance. Experience: Aviation authority intern. Projects: Safety inspection report. Education: B.Sc Aviation. Certifications: Aviation Safety Cert.",good
"Summary: Resume unclear and incomplete with bad grammar. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Supply chain engineer. Skills: ERP, forecasting, optimization models. Experience: Inventory control. Projects: Cost reduction. Education: B.Tech SCM. Certifications: Supply Chain Cert.",good
"Summary: Backend Golang developer. Skills: Go, gRPC, Docker, PostgreSQL. Experience: High-performance APIs. Projects: Real-time processing engine. Education: B.Tech CSE. Certifications: Golang Cert.",good
"Summary: Resume content irrelevant for job use. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Computational biologist. Skills: R, Python, data modeling, genomics. Experience: Research assistant. Projects: DNA modeling. Education: M.Sc Computational Biology. Certifications: Bio Modeling Cert.",good
"Summary: Solar operations manager. Skills: PV installations, maintenance, costing. Experience: Solar projects. Projects: Rooftop plant. Education: B.Tech Electrical. Certifications: Solar Ops Cert.",good
"Summary: Resume mostly empty and not ATS compatible. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Quantum computing researcher. Skills: Qiskit, Python, quantum gates, simulations. Experience: Research lab. Projects: Quantum algorithm model. Education: M.Tech Quantum. Certifications: QC Research Cert.",good
"Summary: Electrical service technician. Skills: wiring, testing, repair. Experience: Service center. Projects: Appliance repair. Education: ITI. Certifications: Electrical Tech Cert.",good
"Summary: Resume inconsistent and lacks key job information. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Frontend Vue developer. Skills: Vue.js, JS, TailwindCSS. Experience: UI components. Projects: Dashboard UI. Education: BCA. Certifications: Vue Developer Cert.",good
"Summary: Biomedical engineer intern. Skills: device testing, circuit basics. Experience: Hospital equipment support. Projects: ECG device analysis. Education: B.Tech Biomedical. Certifications: Biomedical Cert.",good
"Summary: Resume with poor structure and lack of sections. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: Data science analyst. Skills: Python, Pandas, ML, PowerBI. Experience: Data cleaning and insights. Projects: Prediction model. Education: B.Tech CSE. Certifications: Data Science Cert.",good
"Summary: HVAC technician. Skills: ducting, piping, servicing. Experience: HVAC service. Projects: Cooling system maintenance. Education: Diploma Mechanical. Certifications: HVAC Technician.",good
"Summary: Resume shallow and vague without detail. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Environmental toxicologist. Skills: chemical analysis, lab research. Experience: Environmental lab. Projects: Toxicity study. Education: M.Sc Toxicology. Certifications: Env Toxicology.",good
"Summary: Embedded firmware engineer. Skills: C, RTOS, microcontrollers. Experience: Firmware dev. Projects: IoT module. Education: B.Tech ECE. Certifications: Firmware Cert.",good
"Summary: Resume poorly expressed and unfocused. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Product designer. Skills: Figma, UX writing, prototyping. Experience: Designed user flows. Projects: App redesign. Education: B.Des. Certifications: Product Design Cert.",good
"Summary: Clinical data manager. Skills: EDC tools, data validation, documentation. Experience: Clinical trials. Projects: Study database. Education: B.Sc Life Sciences. Certifications: CDM Cert.",good
"Summary: Resume missing essential ATS-friendly structure. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Power electronics engineer. Skills: inverter design, motor control, PCB layout. Experience: R&D intern. Projects: Motor driver. Education: B.Tech Electrical. Certifications: Power Electronics Cert.",good
"Summary: Robotics simulation engineer. Skills: Gazebo, ROS, Python. Experience: Robotics simulation. Projects: Autonomous car model. Education: M.Tech Robotics. Certifications: Simulation Cert.",good
"Summary: Resume extremely short and non-professional. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Production planner. Skills: scheduling, ERP, capacity planning. Experience: Manufacturing. Projects: Production optimization. Education: B.Tech Industrial. Certifications: Planning Cert.",good
"Summary: Petroleum field operator. Skills: rig operations, safety, monitoring. Experience: Oilfield. Projects: Pressure test. Education: Diploma Petroleum. Certifications: Field Operator Cert.",good
"Summary: Generic resume missing detail, no ATS structure. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Information security analyst. Skills: SOC, SIEM, incident response. Experience: Security monitoring. Projects: Threat detection rules. Education: B.Tech Cybersecurity. Certifications: Security Analyst.",good
"Summary: Webflow developer. Skills: Webflow, HTML, CSS, animations. Experience: Business websites. Projects: Webflow portfolio. Education: BCA. Certifications: Webflow Cert.",good
"Summary: Resume lacking English proficiency and structure. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Genetic engineer. Skills: CRISPR, sequencing, lab analysis. Experience: Genetic lab intern. Projects: Gene edit experiment. Education: M.Sc Genetics. Certifications: Genetics Cert.",good
"Summary: Food QC analyst. Skills: quality checks, lab tests, documentation. Experience: Food QC lab. Projects: Sample quality analysis. Education: B.Sc Food Tech. Certifications: QC Analyst Cert.",good
"Summary: Resume content too little to evaluate. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: ML platform engineer. Skills: MLOps, Kubernetes, pipelines, Docker. Experience: Built ML infra. Projects: ML deployment engine. Education: B.Tech AI. Certifications: ML Ops Cert.",good
"Summary: Automotive service advisor. Skills: customer handling, diagnostics. Experience: Auto service center. Projects: Service workflow. Education: Diploma Automobile. Certifications: Service Advisor Cert.",good
"Summary: Resume unprofessional with no ATS-friendly structure. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Financial planning analyst. Skills: budgeting, reporting, analytics. Experience: Corporate finance. Projects: Cost forecast model. Education: MBA Finance. Certifications: FP&A Cert.",good
"Summary: Satellite engineer. Skills: telemetry, RF systems, testing. Experience: Satellite lab. Projects: Communication link model. Education: B.Tech ECE. Certifications: Satellite Engineer Cert.",good
